"STATE","FACILITY_NAME","ORISPL_CODE","UNITID","OP_DATE","OP_HOUR","OP_TIME","GLOAD (MW)","SLOAD (1000lb/hr)","SO2_MASS (lbs)","SO2_MASS_MEASURE_FLG","SO2_RATE (lbs/mmBtu)","SO2_RATE_MEASURE_FLG","NOX_RATE (lbs/mmBtu)","NOX_RATE_MEASURE_FLG","NOX_MASS (lbs)","NOX_MASS_MEASURE_FLG","CO2_MASS (tons)","CO2_MASS_MEASURE_FLG","CO2_RATE (tons/mmBtu)","CO2_RATE_MEASURE_FLG","HEAT_INPUT (mmBtu)","FAC_ID","UNIT_ID"
"AK","Healy Power Plant","6288","2","01-01-2021","0","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-01-2021","1","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-01-2021","2","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-01-2021","3","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-01-2021","4","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-01-2021","5","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-01-2021","6","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-01-2021","7","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-01-2021","8","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-01-2021","9","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-01-2021","10","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-01-2021","11","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-01-2021","12","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-01-2021","13","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-01-2021","14","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-01-2021","15","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-01-2021","16","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-01-2021","17","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-01-2021","18","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-01-2021","19","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-01-2021","20","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-01-2021","21","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-01-2021","22","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-01-2021","23","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-02-2021","0","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-02-2021","1","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-02-2021","2","1","49","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-02-2021","3","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-02-2021","4","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-02-2021","5","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-02-2021","6","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-02-2021","7","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-02-2021","8","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-02-2021","9","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-02-2021","10","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-02-2021","11","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-02-2021","12","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-02-2021","13","1","42","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-02-2021","14","1","44","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-02-2021","15","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-02-2021","16","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-02-2021","17","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-02-2021","18","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-02-2021","19","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-02-2021","20","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-02-2021","21","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-02-2021","22","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-02-2021","23","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-03-2021","0","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-03-2021","1","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-03-2021","2","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-03-2021","3","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-03-2021","4","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-03-2021","5","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-03-2021","6","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-03-2021","7","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-03-2021","8","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-03-2021","9","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-03-2021","10","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-03-2021","11","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-03-2021","12","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-03-2021","13","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-03-2021","14","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-03-2021","15","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-03-2021","16","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-03-2021","17","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-03-2021","18","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-03-2021","19","1","41","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-03-2021","20","1","36","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-03-2021","21","1","41","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-03-2021","22","1","44","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-03-2021","23","1","46","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-04-2021","0","1","41","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-04-2021","1","1","32","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-04-2021","2","1","34","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-04-2021","3","1","41","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-04-2021","4","1","41","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-04-2021","5","1","41","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-04-2021","6","1","41","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-04-2021","7","1","40","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-04-2021","8","1","40","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-04-2021","9","1","40","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-04-2021","10","1","40","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-04-2021","11","1","42","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-04-2021","12","1","40","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-04-2021","13","1","43","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-04-2021","14","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-04-2021","15","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-04-2021","16","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-04-2021","17","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-04-2021","18","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-04-2021","19","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-04-2021","20","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-04-2021","21","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-04-2021","22","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-04-2021","23","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-05-2021","0","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-05-2021","1","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-05-2021","2","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-05-2021","3","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-05-2021","4","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-05-2021","5","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-05-2021","6","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-05-2021","7","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-05-2021","8","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-05-2021","9","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-05-2021","10","1","36","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-05-2021","11","1","43","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-05-2021","12","1","40","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-05-2021","13","1","42","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-05-2021","14","1","43","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-05-2021","15","1","35","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-05-2021","16","1","41","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-05-2021","17","1","44","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-05-2021","18","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-05-2021","19","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-05-2021","20","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-05-2021","21","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-05-2021","22","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-05-2021","23","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-06-2021","0","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-06-2021","1","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-06-2021","2","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-06-2021","3","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-06-2021","4","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-06-2021","5","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-06-2021","6","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-06-2021","7","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-06-2021","8","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-06-2021","9","1","47","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-06-2021","10","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-06-2021","11","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-06-2021","12","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-06-2021","13","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-06-2021","14","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-06-2021","15","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-06-2021","16","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-06-2021","17","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-06-2021","18","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-06-2021","19","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-06-2021","20","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-06-2021","21","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-06-2021","22","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-06-2021","23","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-07-2021","0","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-07-2021","1","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-07-2021","2","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-07-2021","3","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-07-2021","4","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-07-2021","5","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-07-2021","6","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-07-2021","7","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-07-2021","8","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-07-2021","9","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-07-2021","10","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-07-2021","11","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-07-2021","12","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-07-2021","13","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-07-2021","14","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-07-2021","15","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-07-2021","16","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-07-2021","17","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-07-2021","18","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-07-2021","19","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-07-2021","20","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-07-2021","21","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-07-2021","22","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-07-2021","23","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-08-2021","0","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-08-2021","1","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-08-2021","2","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-08-2021","3","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-08-2021","4","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-08-2021","5","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-08-2021","6","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-08-2021","7","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-08-2021","8","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-08-2021","9","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-08-2021","10","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-08-2021","11","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-08-2021","12","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-08-2021","13","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-08-2021","14","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-08-2021","15","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-08-2021","16","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-08-2021","17","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-08-2021","18","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-08-2021","19","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-08-2021","20","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-08-2021","21","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-08-2021","22","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-08-2021","23","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-09-2021","0","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-09-2021","1","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-09-2021","2","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-09-2021","3","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-09-2021","4","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-09-2021","5","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-09-2021","6","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-09-2021","7","1","46","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-09-2021","8","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-09-2021","9","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-09-2021","10","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-09-2021","11","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-09-2021","12","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-09-2021","13","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-09-2021","14","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-09-2021","15","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-09-2021","16","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-09-2021","17","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-09-2021","18","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-09-2021","19","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-09-2021","20","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-09-2021","21","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-09-2021","22","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-09-2021","23","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-10-2021","0","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-10-2021","1","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-10-2021","2","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-10-2021","3","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-10-2021","4","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-10-2021","5","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-10-2021","6","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-10-2021","7","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-10-2021","8","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-10-2021","9","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-10-2021","10","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-10-2021","11","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-10-2021","12","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-10-2021","13","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-10-2021","14","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-10-2021","15","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-10-2021","16","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-10-2021","17","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-10-2021","18","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-10-2021","19","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-10-2021","20","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-10-2021","21","1","41","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-10-2021","22","1","37","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-10-2021","23","1","40","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-11-2021","0","1","46","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-11-2021","1","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-11-2021","2","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-11-2021","3","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-11-2021","4","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-11-2021","5","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-11-2021","6","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-11-2021","7","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-11-2021","8","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-11-2021","9","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-11-2021","10","1","50","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-11-2021","11","1","46","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-11-2021","12","1","33","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-11-2021","13","1","33","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-11-2021","14","1","33","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-11-2021","15","1","28","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-11-2021","16","1","23","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-11-2021","17","1","23","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-11-2021","18","1","23","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-11-2021","19","1","23","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-11-2021","20","1","23","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-11-2021","21","1","23","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-11-2021","22","1","23","","","","","","","","","","","","","","","8381","90988"
